Age at enrollment,Curricular units 1st sem (approved),Curricular units 2nd sem (approved),Unemployment rate,Inflation rate,GDP,Daytime/evening attendance,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Target,Marital status,Application mode,Course,Previous qualification,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Application order
35,7,4,7.6,2.6,0.32,1,0,0,0,1,0,Dropout,1,14,14,1,19,24,13,13,1
28,3,3,7.6,2.6,0.32,1,0,0,1,1,0,Dropout,1,12,6,1,22,26,12,8,1
24,4,4,10.8,1.4,1.74,1,0,0,1,1,0,Enrolled,1,8,14,1,1,1,5,4,1
19,0,0,9.4,-0.8,-3.12,1,1,0,0,1,0,Dropout,1,1,15,1,19,1,6,11,3
20,5,4,13.9,-0.3,0.79,1,0,1,0,1,0,Enrolled,1,8,14,1,1,1,5,9,1
20,6,6,16.2,0.3,-0.92,1,1,0,1,1,1,Graduate,1,1,5,1,3,14,5,5,1
19,1,2,9.4,-0.8,-3.12,1,0,0,1,1,0,Enrolled,1,1,7,1,22,27,10,7,1
37,5,3,8.9,1.4,3.51,1,0,1,0,1,0,Dropout,1,12,6,1,25,1,6,7,1
19,2,1,7.6,2.6,0.32,1,1,0,1,1,0,Dropout,1,1,11,1,22,28,10,9,1
36,0,0,13.9,-0.3,0.79,1,0,0,1,1,0,Dropout,1,12,12,1,22,27,10,9,1
29,0,0,9.4,-0.8,-3.12,1,0,0,1,1,0,Dropout,1,12,9,9,22,27,10,10,1
30,6,5,13.9,-0.3,0.79,1,0,0,1,1,0,Graduate,1,12,4,1,23,27,10,5,1
32,2,0,11.1,0.6,2.02,1,0,1,1,1,0,Dropout,1,16,14,12,2,1,4,11,1
26,6,6,10.8,1.4,1.74,0,1,0,1,1,0,Enrolled,1,1,3,1,3,1,3,10,1
37,1,2,16.2,0.3,-0.92,1,0,0,1,1,0,Dropout,2,15,4,14,22,27,5,8,1
27,3,2,13.9,-0.3,0.79,1,0,0,1,1,0,Dropout,1,12,7,1,1,10,5,4,1
18,6,5,13.9,-0.3,0.79,1,1,0,1,1,1,Graduate,1,1,15,1,23,1,6,8,1
18,8,8,9.4,-0.8,-3.12,1,0,0,1,1,1,Graduate,1,1,12,1,23,27,10,10,1
32,2,0,15.5,2.8,-4.06,1,0,0,0,1,0,Dropout,2,12,4,12,23,14,5,2,2
20,1,3,12.4,0.5,1.79,1,0,0,1,1,0,Enrolled,1,15,7,14,3,14,4,5,1
22,0,0,16.2,0.3,-0.92,1,0,0,1,1,0,Dropout,1,14,4,1,3,3,2,3,1
32,0,0,12.4,0.5,1.79,1,0,0,1,0,0,Dropout,4,12,12,1,1,14,4,4,1
21,4,5,7.6,2.6,0.32,1,1,0,1,0,0,Enrolled,1,1,9,1,1,27,10,10,1
19,3,5,10.8,1.4,1.74,1,0,0,0,0,0,Dropout,1,8,14,1,1,1,5,8,4
18,6,6,8.9,1.4,3.51,1,1,0,1,0,1,Graduate,1,1,15,1,13,1,10,10,1
18,5,5,8.9,1.4,3.51,1,1,0,1,0,1,Graduate,1,1,9,1,1,1,10,8,4
38,0,0,15.5,2.8,-4.06,1,1,1,0,0,0,Dropout,1,4,9,2,3,27,3,6,1
21,5,4,7.6,2.6,0.32,1,1,0,1,0,0,Dropout,1,8,16,1,19,24,1,1,3
21,2,1,9.4,-0.8,-3.12,1,0,0,0,0,0,Dropout,1,1,10,1,19,27,6,6,1
26,2,3,7.6,2.6,0.32,0,0,0,1,1,0,Enrolled,1,1,17,1,22,27,10,4,1
19,6,6,7.6,2.6,0.32,1,1,0,1,0,0,Graduate,1,1,12,1,13,28,10,4,4
19,7,7,10.8,1.4,1.74,1,1,0,1,0,1,Enrolled,1,1,12,1,13,27,10,10,6
18,4,3,7.6,2.6,0.32,1,0,1,1,0,0,Dropout,1,8,11,1,1,1,10,11,1
25,0,0,12.7,3.7,-1.7,1,0,0,1,0,0,Dropout,1,4,9,3,22,27,10,10,1
19,7,7,7.6,2.6,0.32,1,1,0,1,0,0,Graduate,1,1,12,1,22,1,6,5,6
18,6,6,13.9,-0.3,0.79,1,1,0,1,0,1,Graduate,1,8,11,1,1,14,10,10,2
19,5,5,13.9,-0.3,0.79,1,0,0,1,0,1,Graduate,1,8,9,1,22,27,10,8,1
22,6,6,12.4,0.5,1.79,1,1,0,1,0,1,Graduate,1,1,10,1,13,28,10,8,1
21,6,6,15.5,2.8,-4.06,1,1,0,1,0,0,Graduate,1,15,4,14,23,28,7,7,1
21,6,6,8.9,1.4,3.51,1,1,0,1,0,1,Graduate,1,8,6,1,13,27,10,10,1
20,7,7,11.1,0.6,2.02,1,0,0,1,0,1,Graduate,1,1,16,1,23,28,4,8,1
19,4,3,10.8,1.4,1.74,1,0,0,1,0,0,Enrolled,2,1,9,1,13,27,10,10,1
18,6,6,7.6,2.6,0.32,1,1,0,1,0,0,Graduate,1,1,12,1,13,14,10,4,4
26,3,3,13.9,-0.3,0.79,1,0,0,1,0,0,Dropout,1,12,12,1,13,14,10,9,1
31,13,11,7.6,2.6,0.32,1,1,0,1,0,0,Dropout,1,10,9,2,19,24,1,1,1
18,6,6,11.1,0.6,2.02,1,1,0,1,0,1,Graduate,1,8,10,1,22,28,10,9,1
35,0,0,11.1,0.6,2.02,1,0,0,1,0,0,Dropout,4,4,9,3,13,1,6,6,1
19,2,3,12.7,3.7,-1.7,1,1,0,1,0,0,Enrolled,1,1,6,1,22,27,10,10,1
19,5,6,15.5,2.8,-4.06,1,0,0,1,0,1,Graduate,1,1,10,1,13,28,8,8,1
18,7,8,11.1,0.6,2.02,1,0,0,1,0,0,Graduate,1,1,12,1,3,1,5,4,2
20,6,6,12.4,0.5,1.79,1,0,0,1,0,0,Graduate,1,8,6,1,23,28,5,10,1
19,12,11,8.9,1.4,3.51,1,1,0,1,0,1,Graduate,1,1,2,1,1,1,10,6,4
21,2,5,10.8,1.4,1.74,1,0,0,1,0,1,Enrolled,1,14,10,1,13,27,6,6,1
18,7,7,16.2,0.3,-0.92,1,0,1,1,0,1,Graduate,1,8,16,1,23,28,10,10,1
23,8,8,9.4,-0.8,-3.12,1,0,0,1,0,0,Graduate,1,13,12,1,13,14,5,10,1
21,5,6,16.2,0.3,-0.92,1,0,0,1,0,1,Graduate,1,1,5,1,1,1,10,10,1
19,5,5,11.1,0.6,2.02,1,0,0,1,0,1,Graduate,1,1,9,1,22,28,10,10,1
19,4,3,10.8,1.4,1.74,1,1,0,1,0,0,Enrolled,1,1,9,1,23,14,4,8,2
20,11,9,8.9,1.4,3.51,1,1,0,1,0,0,Graduate,1,17,6,16,13,27,5,10,1
18,0,4,16.2,0.3,-0.92,1,0,0,1,0,0,Enrolled,1,14,9,1,3,14,3,10,1
18,8,8,9.4,-0.8,-3.12,1,1,0,1,0,1,Graduate,1,1,12,1,22,27,10,8,1
19,6,6,7.6,2.6,0.32,1,0,0,1,0,0,Graduate,2,1,12,1,1,14,5,5,5
21,6,6,9.4,-0.8,-3.12,1,0,0,1,0,1,Graduate,1,8,5,1,23,14,6,6,1
18,6,6,12.7,3.7,-1.7,1,1,0,1,0,1,Graduate,1,1,10,1,23,28,10,10,1
20,6,5,15.5,2.8,-4.06,1,0,0,1,0,0,Enrolled,1,1,14,1,22,14,8,8,1
18,5,6,12.7,3.7,-1.7,1,0,0,1,0,0,Graduate,1,1,15,1,13,28,10,6,1
18,7,8,15.5,2.8,-4.06,1,1,0,1,0,1,Graduate,1,8,12,1,13,14,10,8,5
32,5,4,9.4,-0.8,-3.12,0,0,0,1,0,0,Enrolled,2,14,17,1,22,27,10,10,1
18,0,0,13.9,-0.3,0.79,1,1,0,1,0,0,Graduate,1,8,2,1,3,3,4,4,2
19,5,5,10.8,1.4,1.74,1,1,0,1,0,0,Enrolled,1,7,16,1,13,27,10,10,3
18,8,8,9.4,-0.8,-3.12,1,1,0,1,0,1,Graduate,1,1,12,1,1,14,10,4,3
18,0,0,9.4,-0.8,-3.12,1,0,0,0,0,0,Dropout,1,1,12,1,1,1,5,6,6
20,6,6,11.1,0.6,2.02,1,1,0,1,0,0,Graduate,1,1,15,1,13,28,4,6,5
19,6,4,12.4,0.5,1.79,1,1,0,1,0,0,Enrolled,1,3,14,1,1,10,5,5,1
19,7,7,10.8,1.4,1.74,1,1,0,1,0,0,Graduate,1,8,12,1,23,27,10,6,4
18,1,0,9.4,-0.8,-3.12,1,0,0,1,0,0,Enrolled,1,8,9,1,23,28,8,6,1
18,0,0,15.5,2.8,-4.06,1,1,0,1,0,0,Dropout,1,1,12,1,1,14,5,8,4
18,6,7,12.4,0.5,1.79,1,1,0,1,0,1,Graduate,1,8,12,1,1,14,8,9,3
20,6,6,11.1,0.6,2.02,1,1,0,1,0,0,Enrolled,1,8,12,1,3,28,3,10,6
19,6,6,16.2,0.3,-0.92,1,0,0,1,0,0,Enrolled,1,1,15,1,3,3,3,6,1
21,2,0,12.7,3.7,-1.7,1,0,0,1,0,0,Dropout,1,1,11,1,23,14,4,4,1
19,7,7,11.1,0.6,2.02,1,1,0,1,0,1,Graduate,1,1,16,1,23,27,10,10,1
20,6,6,15.5,2.8,-4.06,1,1,0,1,0,1,Graduate,1,8,10,1,13,28,5,10,1
21,8,8,9.4,-0.8,-3.12,1,0,0,1,0,1,Graduate,1,1,12,1,1,1,10,5,1
23,0,0,11.1,0.6,2.02,1,1,0,1,0,0,Dropout,1,15,6,14,22,28,10,7,1
18,6,2,12.7,3.7,-1.7,1,0,0,0,0,1,Dropout,1,8,10,1,1,28,6,9,1
30,5,5,12.7,3.7,-1.7,0,0,0,1,0,0,Dropout,2,12,17,3,3,1,2,11,1
20,0,0,9.4,-0.8,-3.12,1,1,0,1,0,0,Dropout,1,1,6,1,7,14,5,2,1
29,3,0,10.8,1.4,1.74,1,0,0,0,0,0,Dropout,2,14,9,1,22,27,10,10,2
24,5,2,10.8,1.4,1.74,1,1,0,1,0,0,Enrolled,1,9,9,1,23,28,6,6,1
20,6,6,7.6,2.6,0.32,1,1,0,1,0,0,Graduate,1,1,10,1,13,1,5,4,1
27,4,6,13.9,-0.3,0.79,0,0,0,1,0,0,Dropout,1,14,3,1,22,27,10,10,1
23,0,0,7.6,2.6,0.32,1,0,0,1,0,0,Dropout,2,4,9,3,22,27,10,10,1
23,6,6,11.1,0.6,2.02,1,0,0,1,0,1,Graduate,1,16,5,1,13,14,25,32,1
18,7,7,12.7,3.7,-1.7,1,1,0,1,0,0,Graduate,1,1,12,1,1,1,5,5,3
19,6,6,12.7,3.7,-1.7,1,1,0,1,0,1,Graduate,1,1,15,1,23,28,10,8,1
19,7,8,13.9,-0.3,0.79,1,1,0,1,0,0,Dropout,1,8,12,1,13,27,5,10,6
18,6,6,11.1,0.6,2.02,1,1,0,1,0,1,Dropout,1,1,15,1,1,28,9,9,1
19,6,6,9.4,-0.8,-3.12,1,1,0,1,0,0,Graduate,1,1,5,1,1,1,5,8,2
18,6,6,13.9,-0.3,0.79,1,0,0,1,0,1,Graduate,1,1,15,1,1,28,5,8,1
29,8,9,9.4,-0.8,-3.12,0,1,0,1,0,0,Enrolled,1,14,17,1,22,27,10,9,1
24,6,8,13.9,-0.3,0.79,1,0,0,1,0,0,Graduate,1,12,13,12,22,27,4,8,2
19,2,2,8.9,1.4,3.51,1,1,0,1,0,0,Dropout,1,8,13,1,22,28,10,9,2
19,6,7,12.7,3.7,-1.7,1,0,0,1,0,0,Enrolled,1,8,13,1,1,28,5,10,1
19,3,5,10.8,1.4,1.74,1,0,0,1,0,0,Enrolled,1,1,14,1,23,14,5,9,1
20,6,5,11.1,0.6,2.02,1,1,0,1,0,0,Graduate,1,8,11,1,22,14,10,8,4
18,6,6,10.8,1.4,1.74,1,0,0,1,0,0,Graduate,1,1,15,1,1,14,10,10,2
18,6,4,13.9,-0.3,0.79,1,1,0,0,0,0,Dropout,1,1,5,1,1,14,4,4,2
19,7,7,12.4,0.5,1.79,1,1,0,1,0,1,Graduate,1,1,12,1,13,1,10,6,5
19,6,6,13.9,-0.3,0.79,1,1,0,1,0,0,Dropout,1,7,6,1,3,3,3,2,1
18,0,0,13.9,-0.3,0.79,1,1,0,1,0,1,Graduate,1,1,2,1,1,14,6,9,1
19,6,6,10.8,1.4,1.74,1,1,0,1,0,1,Graduate,1,1,15,1,13,27,10,7,1
18,7,8,16.2,0.3,-0.92,1,1,0,1,0,1,Graduate,1,1,12,1,3,3,3,3,2
24,5,5,16.2,0.3,-0.92,0,0,0,1,0,0,Enrolled,1,12,17,1,22,27,10,10,1
28,4,5,13.9,-0.3,0.79,1,0,1,1,0,0,Enrolled,1,12,12,1,13,14,6,7,1
20,7,7,12.7,3.7,-1.7,1,0,0,1,0,0,Graduate,1,13,12,1,1,1,5,5,1
19,7,7,12.7,3.7,-1.7,1,1,0,1,0,1,Graduate,1,1,12,1,22,28,10,10,6
22,2,1,9.4,-0.8,-3.12,1,0,0,0,0,0,Dropout,1,8,9,1,22,27,10,10,1
19,6,6,12.7,3.7,-1.7,1,1,0,1,0,0,Graduate,1,1,10,1,13,1,7,6,1
36,13,11,16.2,0.3,-0.92,1,1,0,1,0,0,Graduate,1,4,10,3,22,27,10,10,1
19,6,6,15.5,2.8,-4.06,1,0,0,1,0,1,Graduate,1,15,4,14,22,28,10,8,1
18,5,6,16.2,0.3,-0.92,1,0,0,1,0,0,Graduate,1,8,10,1,4,3,2,2,1
40,0,0,7.6,2.6,0.32,0,0,0,0,0,0,Dropout,4,14,17,9,22,27,10,10,4
19,6,6,7.6,2.6,0.32,1,1,0,1,0,1,Graduate,1,1,12,1,23,27,10,8,2
38,5,5,10.8,1.4,1.74,1,0,0,1,0,0,Enrolled,4,14,12,1,22,27,10,10,1
32,4,3,15.5,2.8,-4.06,1,0,0,1,0,0,Dropout,1,4,6,3,22,27,8,8,1
19,3,5,9.4,-0.8,-3.12,1,1,0,1,0,0,Enrolled,1,1,16,1,1,27,10,10,1
19,6,6,8.9,1.4,3.51,1,1,0,1,0,0,Graduate,1,8,5,1,3,1,5,5,3
35,0,0,10.8,1.4,1.74,1,0,0,1,0,0,Dropout,2,12,9,1,22,27,10,10,1
20,4,2,7.6,2.6,0.32,1,1,0,1,0,0,Enrolled,1,1,9,1,23,14,4,11,1
29,7,8,12.7,3.7,-1.7,1,0,0,1,0,0,Graduate,1,8,16,1,13,14,4,5,1
29,5,4,15.5,2.8,-4.06,0,0,0,1,0,0,Enrolled,1,1,17,1,22,27,10,10,1
19,7,7,9.4,-0.8,-3.12,1,1,0,1,0,1,Enrolled,1,1,12,1,22,27,8,8,5
18,7,7,10.8,1.4,1.74,1,1,0,1,0,1,Graduate,1,1,12,1,23,14,8,10,6
25,6,6,7.6,2.6,0.32,0,0,1,0,0,0,Graduate,2,12,3,12,23,14,1,11,1
50,0,0,8.9,1.4,3.51,0,0,1,0,0,0,Dropout,4,12,3,12,22,27,10,10,1
24,14,13,7.6,2.6,0.32,1,0,0,1,0,0,Dropout,2,1,9,1,19,24,1,1,1
18,0,0,9.4,-0.8,-3.12,1,0,0,1,0,0,Dropout,1,1,7,1,23,14,6,4,5
20,6,5,15.5,2.8,-4.06,1,1,0,1,0,0,Graduate,1,8,6,1,23,28,29,38,1
20,18,13,15.5,2.8,-4.06,1,1,1,1,0,1,Graduate,1,7,4,1,1,27,5,10,1
21,6,5,9.4,-0.8,-3.12,0,0,0,1,0,0,Dropout,1,14,17,1,22,27,10,10,1
28,7,1,10.8,1.4,1.74,1,0,1,1,1,0,Enrolled,1,12,10,1,23,1,10,4,1
19,6,6,12.4,0.5,1.79,1,0,0,1,1,1,Graduate,1,1,11,1,23,27,10,8,1
18,8,8,9.4,-0.8,-3.12,1,0,0,1,1,1,Graduate,1,1,12,1,22,27,10,8,1
22,0,0,12.7,3.7,-1.7,1,0,0,1,1,0,Graduate,1,8,2,1,22,27,10,10,1
25,0,0,15.5,2.8,-4.06,1,0,0,1,1,0,Dropout,1,15,4,14,22,27,10,11,1
37,5,5,11.1,0.6,2.02,1,0,0,0,1,0,Dropout,2,12,12,1,22,27,10,10,1
38,5,4,11.1,0.6,2.02,1,0,0,0,1,0,Dropout,1,12,12,1,22,27,8,8,1
36,3,5,13.9,-0.3,0.79,1,0,0,1,1,0,Dropout,2,12,14,1,13,28,10,10,1
18,7,7,12.7,3.7,-1.7,1,1,0,1,1,0,Graduate,1,1,12,1,13,1,10,10,2
19,0,0,9.4,-0.8,-3.12,1,0,0,0,1,0,Dropout,1,1,14,1,1,1,1,1,1
24,2,3,9.4,-0.8,-3.12,1,0,1,1,1,0,Dropout,1,12,8,1,1,1,5,11,1
20,5,5,11.1,0.6,2.02,1,0,0,1,1,0,Graduate,1,1,10,1,1,1,4,4,1
21,0,0,12.7,3.7,-1.7,1,1,0,1,1,0,Dropout,1,1,2,1,22,27,10,10,1
32,0,0,7.6,2.6,0.32,0,1,0,1,1,0,Dropout,2,14,17,1,22,27,10,10,3
39,0,1,12.7,3.7,-1.7,0,0,0,1,1,0,Dropout,2,12,17,12,23,28,8,9,1
33,0,0,12.7,3.7,-1.7,1,0,0,0,1,0,Dropout,1,4,7,3,22,27,10,10,1
20,5,4,9.4,-0.8,-3.12,1,0,0,1,1,1,Graduate,1,8,14,1,22,28,6,9,2
19,6,6,16.2,0.3,-0.92,1,0,0,1,1,0,Graduate,1,1,4,1,23,14,10,8,1
43,2,3,13.9,-0.3,0.79,0,0,0,0,1,0,Dropout,2,12,17,1,22,27,6,9,1
49,4,4,16.2,0.3,-0.92,0,0,0,1,1,0,Dropout,2,14,17,1,22,27,8,9,1
18,6,6,12.7,3.7,-1.7,1,1,0,1,1,1,Graduate,1,1,15,1,23,28,6,8,2
27,0,0,11.1,0.6,2.02,1,0,0,1,1,0,Enrolled,1,12,4,1,1,27,29,44,1
19,5,5,8.9,1.4,3.51,1,1,0,1,1,1,Dropout,1,1,9,1,1,14,10,10,1
45,6,0,16.2,0.3,-0.92,1,0,1,1,1,1,Dropout,1,12,5,1,22,27,10,11,1
19,6,6,13.9,-0.3,0.79,1,1,0,0,1,0,Graduate,1,6,14,1,22,10,10,10,1
21,6,4,13.9,-0.3,0.79,1,0,0,1,1,1,Graduate,1,15,4,14,1,3,10,7,1
18,6,5,13.9,-0.3,0.79,1,0,0,1,1,1,Graduate,1,1,14,1,1,1,6,10,1
18,0,0,9.4,-0.8,-3.12,1,0,0,1,1,0,Dropout,1,8,9,1,22,27,6,8,3
29,0,0,9.4,-0.8,-3.12,1,0,0,0,1,0,Dropout,1,8,11,1,22,27,6,2,1
19,5,5,9.4,-0.8,-3.12,1,0,0,1,1,0,Graduate,1,1,14,1,1,1,5,10,1
18,4,4,12.4,0.5,1.79,1,1,0,1,1,1,Enrolled,1,1,9,1,13,14,10,8,1
22,7,8,12.4,0.5,1.79,1,0,0,1,1,1,Graduate,1,15,5,14,1,1,10,10,1
18,7,8,11.1,0.6,2.02,1,1,0,1,1,1,Dropout,1,8,12,1,1,1,5,4,6
20,5,2,13.9,-0.3,0.79,1,0,0,1,1,0,Enrolled,1,15,8,14,1,14,5,8,1
20,0,0,10.8,1.4,1.74,1,1,0,1,1,0,Dropout,1,1,2,1,13,14,2,2,1
29,1,0,11.1,0.6,2.02,1,0,1,1,1,1,Dropout,4,12,14,12,22,27,10,8,1
29,3,4,7.6,2.6,0.32,1,1,0,1,1,0,Dropout,1,12,14,1,9,9,12,5,1
23,1,4,9.4,-0.8,-3.12,1,1,0,1,1,0,Enrolled,1,14,15,1,1,1,5,6,1
19,0,0,10.8,1.4,1.74,1,1,1,1,1,0,Dropout,1,8,2,1,3,10,3,10,1
18,0,1,7.6,2.6,0.32,1,1,0,1,1,0,Dropout,1,1,7,1,23,28,10,10,1
22,4,2,7.6,2.6,0.32,1,1,0,1,1,0,Dropout,2,13,11,1,2,2,19,17,1
34,7,6,10.8,1.4,1.74,0,1,1,1,1,0,Dropout,1,14,17,1,22,27,10,10,1
26,5,5,13.9,-0.3,0.79,0,0,0,1,1,0,Graduate,1,14,17,4,3,3,3,2,1
24,13,12,11.1,0.6,2.02,1,1,0,1,1,0,Dropout,1,8,2,1,22,27,8,10,1
17,6,6,11.1,0.6,2.02,1,1,0,1,1,1,Graduate,1,1,14,1,1,1,10,9,1
21,2,3,9.4,-0.8,-3.12,1,0,0,1,1,0,Enrolled,1,14,14,1,3,3,5,5,4
34,5,5,12.7,3.7,-1.7,0,0,0,1,1,0,Enrolled,2,12,17,1,1,4,5,3,1
19,6,6,12.4,0.5,1.79,1,1,0,1,1,0,Graduate,1,15,4,14,13,28,7,8,1
49,5,5,8.9,1.4,3.51,1,0,1,0,1,0,Dropout,2,12,4,1,1,3,5,3,1
23,5,6,13.9,-0.3,0.79,1,0,0,1,1,0,Dropout,1,14,12,1,2,4,5,6,1
18,4,3,12.4,0.5,1.79,1,1,0,1,1,0,Dropout,1,9,7,1,1,14,10,9,3
20,5,7,13.9,-0.3,0.79,1,0,0,1,1,0,Enrolled,1,1,12,1,10,1,5,11,1
19,6,5,8.9,1.4,3.51,1,1,0,1,1,0,Graduate,1,1,14,1,3,1,3,4,3
24,8,9,16.2,0.3,-0.92,1,1,0,1,1,0,Enrolled,1,13,4,14,3,1,3,7,1
18,5,5,8.9,1.4,3.51,1,1,0,1,1,0,Graduate,1,1,9,1,1,28,5,8,1
45,0,0,9.4,-0.8,-3.12,1,0,1,0,1,0,Dropout,2,12,11,12,19,24,1,1,1
30,2,0,7.6,2.6,0.32,0,1,0,1,1,0,Dropout,1,12,17,1,19,24,1,1,1
28,13,9,8.9,1.4,3.51,0,0,0,1,1,0,Dropout,1,16,17,14,1,4,5,11,1
40,0,0,12.7,3.7,-1.7,0,0,0,1,1,0,Dropout,1,12,17,1,22,27,10,10,1
32,0,0,10.8,1.4,1.74,1,0,0,0,1,0,Dropout,1,12,9,12,23,14,5,11,2
19,4,4,7.6,2.6,0.32,1,1,0,1,1,0,Dropout,1,8,11,1,13,27,6,6,5
20,6,6,16.2,0.3,-0.92,1,1,0,1,1,0,Graduate,1,1,5,1,1,14,4,10,1
18,1,0,9.4,-0.8,-3.12,1,0,0,1,1,0,Dropout,1,8,7,1,1,3,5,3,1
20,6,2,10.8,1.4,1.74,1,0,0,0,1,0,Dropout,1,8,14,1,23,27,10,10,1
39,4,4,15.5,2.8,-4.06,0,0,0,1,1,0,Enrolled,1,12,17,1,22,28,10,5,1
19,5,5,11.1,0.6,2.02,1,0,0,0,1,0,Enrolled,1,8,6,1,13,28,5,9,1
38,2,3,7.6,2.6,0.32,0,0,0,1,1,0,Enrolled,1,12,17,9,22,27,10,10,1
18,6,6,7.6,2.6,0.32,1,1,0,1,1,1,Graduate,1,8,12,1,13,27,5,10,3
18,7,8,13.9,-0.3,0.79,1,1,0,1,1,1,Graduate,1,8,12,1,13,28,10,7,4
28,0,0,7.6,2.6,0.32,1,0,0,1,1,0,Dropout,2,14,8,7,19,24,1,1,1
31,0,0,12.7,3.7,-1.7,1,1,0,0,1,0,Dropout,1,12,14,1,22,27,10,10,1
23,6,6,7.6,2.6,0.32,1,0,0,1,1,0,Graduate,1,1,12,1,2,14,4,10,1
21,6,5,11.1,0.6,2.02,1,1,0,1,1,0,Enrolled,1,1,12,1,23,14,32,44,1
33,0,0,16.2,0.3,-0.92,1,0,1,0,1,0,Dropout,1,12,10,12,22,27,10,10,1
22,3,3,12.7,3.7,-1.7,1,0,0,1,1,0,Dropout,1,14,9,1,22,27,6,4,1
20,5,5,12.4,0.5,1.79,1,1,1,1,1,0,Dropout,1,15,7,14,13,27,10,10,1
19,6,5,8.9,1.4,3.51,1,0,1,1,1,0,Enrolled,1,8,14,1,22,28,4,4,1
20,6,6,16.2,0.3,-0.92,1,1,0,1,1,0,Graduate,1,15,6,14,23,28,5,2,1
25,6,4,9.4,-0.8,-3.12,1,1,0,1,1,0,Enrolled,1,12,11,9,22,27,6,8,1
25,0,0,13.9,-0.3,0.79,1,0,0,0,1,0,Dropout,1,12,4,1,1,1,10,5,1
19,6,6,9.4,-0.8,-3.12,1,1,0,1,1,0,Enrolled,1,1,5,1,4,14,3,11,4
20,5,4,7.6,2.6,0.32,1,1,0,1,1,0,Graduate,1,1,14,1,2,1,3,5,1
33,5,0,16.2,0.3,-0.92,1,0,0,1,1,0,Enrolled,2,12,12,12,13,14,5,5,1
19,6,6,7.6,2.6,0.32,1,1,0,1,1,0,Graduate,1,8,15,1,1,27,6,6,5
31,0,0,7.6,2.6,0.32,1,0,0,1,1,0,Dropout,1,12,8,12,19,24,13,13,1
24,2,2,8.9,1.4,3.51,1,0,1,0,1,0,Dropout,1,15,7,14,3,28,3,4,1
23,0,0,15.5,2.8,-4.06,1,0,1,0,1,0,Dropout,1,15,7,14,13,3,4,5,1
26,3,3,9.4,-0.8,-3.12,0,0,0,0,1,1,Dropout,2,12,17,1,1,3,2,3,1
38,18,18,16.2,0.3,-0.92,1,1,0,1,1,0,Graduate,2,14,5,2,22,27,7,7,1
20,5,5,8.9,1.4,3.51,1,1,0,1,1,1,Graduate,1,1,7,1,13,14,8,4,6
20,3,5,12.4,0.5,1.79,1,1,0,1,1,0,Graduate,1,8,7,1,1,14,10,10,5
25,0,0,10.8,1.4,1.74,1,0,0,1,1,0,Dropout,1,12,6,12,3,1,3,6,1
19,5,4,8.9,1.4,3.51,1,1,0,1,1,0,Graduate,1,8,5,1,1,14,22,29,2
18,5,5,8.9,1.4,3.51,1,0,0,1,1,0,Graduate,1,8,7,1,1,28,5,6,1
28,7,5,10.8,1.4,1.74,0,0,0,1,1,0,Dropout,1,14,17,9,10,10,10,10,1
18,0,0,9.4,-0.8,-3.12,1,1,0,1,1,0,Enrolled,1,1,7,1,13,14,10,10,2
20,6,6,8.9,1.4,3.51,1,1,0,1,1,1,Graduate,1,1,11,1,1,28,10,10,1
18,6,6,11.1,0.6,2.02,1,0,0,1,1,0,Graduate,1,1,8,1,4,3,4,4,1
19,5,4,12.4,0.5,1.79,1,1,0,1,1,0,Graduate,1,8,9,1,1,1,4,4,3
24,2,2,12.7,3.7,-1.7,1,0,1,1,1,0,Dropout,1,13,12,1,13,14,10,10,1
21,0,0,10.8,1.4,1.74,1,1,0,1,1,0,Dropout,1,8,6,1,1,3,6,6,4
20,6,6,12.7,3.7,-1.7,1,0,0,1,1,1,Graduate,1,1,14,1,3,27,5,8,1
21,5,5,13.9,-0.3,0.79,1,1,0,1,1,0,Graduate,1,15,4,14,13,1,10,9,1
24,7,7,10.8,1.4,1.74,1,0,1,1,1,0,Graduate,2,1,13,1,13,14,31,29,1
27,0,0,10.8,1.4,1.74,0,0,0,1,1,0,Dropout,1,12,17,1,23,27,10,10,1
19,4,5,8.9,1.4,3.51,1,1,1,0,1,0,Enrolled,1,8,9,1,22,28,10,10,6
39,9,7,8.9,1.4,3.51,0,0,0,1,1,0,Graduate,1,12,3,1,3,14,5,8,1
25,2,2,12.4,0.5,1.79,1,0,0,1,1,0,Dropout,1,12,1,1,13,27,10,10,1
18,0,0,9.4,-0.8,-3.12,1,0,0,0,1,0,Dropout,1,4,2,3,1,2,10,3,1
19,12,12,10.8,1.4,1.74,1,0,0,1,1,0,Graduate,1,14,5,1,1,2,10,3,1
21,5,4,13.9,-0.3,0.79,1,0,0,1,1,1,Graduate,1,9,15,1,23,27,10,9,1
27,0,0,8.9,1.4,3.51,0,0,0,1,1,0,Dropout,1,4,17,15,1,3,5,3,1
19,0,0,7.6,2.6,0.32,1,1,0,1,1,0,Enrolled,1,1,9,1,1,1,6,4,3
18,7,7,10.8,1.4,1.74,1,1,0,1,1,0,Enrolled,1,8,12,1,3,1,3,8,3
27,9,6,9.4,-0.8,-3.12,1,1,0,1,1,0,Dropout,1,4,14,3,16,27,4,4,1
18,6,5,12.7,3.7,-1.7,1,1,1,1,1,0,Dropout,1,1,15,1,13,28,9,4,3
