Age at enrollment,Curricular units 1st sem (approved),Curricular units 2nd sem (approved),Unemployment rate,Inflation rate,GDP,Daytime/evening attendance,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Marital status,Application mode,Course,Previous qualification,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Application order,Target
39,4,4,15.5,2.8,-4.06,0,0,0,1,1,0,1,12,17,1,22,28,10,5,1,Enrolled
19,5,5,11.1,0.6,2.02,1,0,0,0,1,0,1,8,6,1,13,28,5,9,1,Enrolled
38,2,3,7.6,2.6,0.32,0,0,0,1,1,0,1,12,17,9,22,27,10,10,1,Enrolled
18,6,6,7.6,2.6,0.32,1,1,0,1,1,1,1,8,12,1,13,27,5,10,3,Graduate
18,7,8,13.9,-0.3,0.79,1,1,0,1,1,1,1,8,12,1,13,28,10,7,4,Graduate
28,0,0,7.6,2.6,0.32,1,0,0,1,1,0,2,14,8,7,19,24,1,1,1,Dropout
31,0,0,12.7,3.7,-1.7,1,1,0,0,1,0,1,12,14,1,22,27,10,10,1,Dropout
23,6,6,7.6,2.6,0.32,1,0,0,1,1,0,1,1,12,1,2,14,4,10,1,Graduate
21,6,5,11.1,0.6,2.02,1,1,0,1,1,0,1,1,12,1,23,14,32,44,1,Enrolled
33,0,0,16.2,0.3,-0.92,1,0,1,0,1,0,1,12,10,12,22,27,10,10,1,Dropout
22,3,3,12.7,3.7,-1.7,1,0,0,1,1,0,1,14,9,1,22,27,6,4,1,Dropout
20,5,5,12.4,0.5,1.79,1,1,1,1,1,0,1,15,7,14,13,27,10,10,1,Dropout
19,6,5,8.9,1.4,3.51,1,0,1,1,1,0,1,8,14,1,22,28,4,4,1,Enrolled
20,6,6,16.2,0.3,-0.92,1,1,0,1,1,0,1,15,6,14,23,28,5,2,1,Graduate
25,6,4,9.4,-0.8,-3.12,1,1,0,1,1,0,1,12,11,9,22,27,6,8,1,Enrolled
25,0,0,13.9,-0.3,0.79,1,0,0,0,1,0,1,12,4,1,1,1,10,5,1,Dropout
19,6,6,9.4,-0.8,-3.12,1,1,0,1,1,0,1,1,5,1,4,14,3,11,4,Enrolled
20,5,4,7.6,2.6,0.32,1,1,0,1,1,0,1,1,14,1,2,1,3,5,1,Graduate
33,5,0,16.2,0.3,-0.92,1,0,0,1,1,0,2,12,12,12,13,14,5,5,1,Enrolled
19,6,6,7.6,2.6,0.32,1,1,0,1,1,0,1,8,15,1,1,27,6,6,5,Graduate
31,0,0,7.6,2.6,0.32,1,0,0,1,1,0,1,12,8,12,19,24,13,13,1,Dropout
24,2,2,8.9,1.4,3.51,1,0,1,0,1,0,1,15,7,14,3,28,3,4,1,Dropout
23,0,0,15.5,2.8,-4.06,1,0,1,0,1,0,1,15,7,14,13,3,4,5,1,Dropout
26,3,3,9.4,-0.8,-3.12,0,0,0,0,1,1,2,12,17,1,1,3,2,3,1,Dropout
38,18,18,16.2,0.3,-0.92,1,1,0,1,1,0,2,14,5,2,22,27,7,7,1,Graduate
20,5,5,8.9,1.4,3.51,1,1,0,1,1,1,1,1,7,1,13,14,8,4,6,Graduate
20,3,5,12.4,0.5,1.79,1,1,0,1,1,0,1,8,7,1,1,14,10,10,5,Graduate
25,0,0,10.8,1.4,1.74,1,0,0,1,1,0,1,12,6,12,3,1,3,6,1,Dropout
19,5,4,8.9,1.4,3.51,1,1,0,1,1,0,1,8,5,1,1,14,22,29,2,Graduate
18,5,5,8.9,1.4,3.51,1,0,0,1,1,0,1,8,7,1,1,28,5,6,1,Graduate
28,7,5,10.8,1.4,1.74,0,0,0,1,1,0,1,14,17,9,10,10,10,10,1,Dropout
18,0,0,9.4,-0.8,-3.12,1,1,0,1,1,0,1,1,7,1,13,14,10,10,2,Enrolled
20,6,6,8.9,1.4,3.51,1,1,0,1,1,1,1,1,11,1,1,28,10,10,1,Graduate
18,6,6,11.1,0.6,2.02,1,0,0,1,1,0,1,1,8,1,4,3,4,4,1,Graduate
19,5,4,12.4,0.5,1.79,1,1,0,1,1,0,1,8,9,1,1,1,4,4,3,Graduate
24,2,2,12.7,3.7,-1.7,1,0,1,1,1,0,1,13,12,1,13,14,10,10,1,Dropout
21,0,0,10.8,1.4,1.74,1,1,0,1,1,0,1,8,6,1,1,3,6,6,4,Dropout
20,6,6,12.7,3.7,-1.7,1,0,0,1,1,1,1,1,14,1,3,27,5,8,1,Graduate
21,5,5,13.9,-0.3,0.79,1,1,0,1,1,0,1,15,4,14,13,1,10,9,1,Graduate
24,7,7,10.8,1.4,1.74,1,0,1,1,1,0,2,1,13,1,13,14,31,29,1,Graduate
27,0,0,10.8,1.4,1.74,0,0,0,1,1,0,1,12,17,1,23,27,10,10,1,Dropout
19,4,5,8.9,1.4,3.51,1,1,1,0,1,0,1,8,9,1,22,28,10,10,6,Enrolled
39,9,7,8.9,1.4,3.51,0,0,0,1,1,0,1,12,3,1,3,14,5,8,1,Graduate
25,2,2,12.4,0.5,1.79,1,0,0,1,1,0,1,12,1,1,13,27,10,10,1,Dropout
18,0,0,9.4,-0.8,-3.12,1,0,0,0,1,0,1,4,2,3,1,2,10,3,1,Dropout
19,12,12,10.8,1.4,1.74,1,0,0,1,1,0,1,14,5,1,1,2,10,3,1,Graduate
21,5,4,13.9,-0.3,0.79,1,0,0,1,1,1,1,9,15,1,23,27,10,9,1,Graduate
27,0,0,8.9,1.4,3.51,0,0,0,1,1,0,1,4,17,15,1,3,5,3,1,Dropout
19,0,0,7.6,2.6,0.32,1,1,0,1,1,0,1,1,9,1,1,1,6,4,3,Enrolled
18,7,7,10.8,1.4,1.74,1,1,0,1,1,0,1,8,12,1,3,1,3,8,3,Enrolled
27,9,6,9.4,-0.8,-3.12,1,1,0,1,1,0,1,4,14,3,16,27,4,4,1,Dropout
18,6,5,12.7,3.7,-1.7,1,1,1,1,1,0,1,1,15,1,13,28,9,4,3,Dropout
19,2,5,9.4,-0.8,-3.12,1,0,0,1,1,0,1,1,8,1,2,3,10,2,1,Enrolled
19,3,1,13.9,-0.3,0.79,1,0,0,1,1,0,1,15,4,14,13,28,10,11,1,Dropout
22,3,3,15.5,2.8,-4.06,1,0,0,1,1,0,1,15,4,14,13,1,2,2,1,Enrolled
18,6,6,10.8,1.4,1.74,1,1,0,1,0,0,1,7,10,1,13,28,5,6,2,Graduate
18,6,5,10.8,1.4,1.74,1,1,0,1,0,1,1,7,15,1,22,27,10,4,4,Graduate
23,11,6,9.4,-0.8,-3.12,1,0,0,1,0,0,1,14,9,1,4,14,3,2,1,Dropout
20,0,0,9.4,-0.8,-3.12,1,1,1,0,1,0,1,9,2,1,1,4,10,6,4,Dropout
18,6,6,16.2,0.3,-0.92,1,1,0,1,1,0,1,8,15,1,2,1,4,4,3,Graduate
18,6,6,12.4,0.5,1.79,1,1,0,1,1,0,1,1,15,1,13,14,10,8,4,Graduate
18,5,3,8.9,1.4,3.51,1,1,0,1,1,0,1,8,7,1,1,14,20,44,3,Enrolled
20,6,6,12.7,3.7,-1.7,1,1,0,1,1,0,1,8,15,1,13,1,10,10,2,Graduate
20,5,3,15.5,2.8,-4.06,1,1,0,1,1,0,1,1,15,1,3,1,3,5,3,Graduate
21,5,5,12.4,0.5,1.79,1,0,0,1,1,0,1,15,5,14,1,1,5,5,1,Dropout
22,0,0,13.9,-0.3,0.79,1,0,0,1,1,0,1,14,2,1,13,14,10,5,1,Enrolled
20,5,5,11.1,0.6,2.02,1,1,0,1,1,0,1,8,7,1,13,1,6,5,1,Dropout
19,0,0,15.5,2.8,-4.06,1,0,1,1,1,0,1,1,2,1,1,27,10,10,1,Enrolled
19,2,3,12.4,0.5,1.79,1,1,0,1,1,0,1,15,7,14,23,14,10,6,1,Enrolled
20,6,6,8.9,1.4,3.51,1,1,0,1,1,0,1,8,14,1,1,1,5,5,1,Graduate
19,4,2,12.4,0.5,1.79,1,1,0,1,1,0,1,15,6,14,13,27,6,8,1,Dropout
19,3,2,11.1,0.6,2.02,1,1,0,1,1,0,1,1,7,1,1,10,4,4,1,Dropout
24,7,6,8.9,1.4,3.51,1,0,1,1,1,0,1,6,7,1,2,2,3,3,1,Enrolled
18,3,4,10.8,1.4,1.74,1,0,1,1,1,0,1,8,14,1,13,1,6,5,1,Dropout
18,5,5,8.9,1.4,3.51,1,0,0,0,1,1,1,1,7,1,13,14,10,9,1,Enrolled
18,5,5,8.9,1.4,3.51,1,1,1,1,0,0,1,1,10,1,13,28,10,8,1,Dropout
18,6,6,8.9,1.4,3.51,1,1,0,1,0,0,1,8,15,1,1,1,8,8,5,Graduate
21,6,6,12.4,0.5,1.79,1,1,0,1,0,1,1,8,10,1,13,27,10,10,1,Graduate
18,4,5,11.1,0.6,2.02,1,0,0,1,0,0,1,6,6,1,22,27,10,10,1,Dropout
18,7,8,11.1,0.6,2.02,1,1,0,1,0,1,1,1,12,1,1,14,4,4,1,Graduate
18,6,6,10.8,1.4,1.74,1,1,0,1,0,1,1,1,10,1,13,27,10,10,2,Graduate
23,4,0,13.9,-0.3,0.79,0,1,0,1,0,0,1,9,3,1,3,14,3,5,6,Dropout
21,3,4,8.9,1.4,3.51,1,1,0,1,0,0,1,1,9,1,3,14,3,5,2,Graduate
20,1,1,9.4,-0.8,-3.12,1,0,0,1,0,0,1,1,10,1,13,28,8,6,1,Enrolled
26,7,2,7.6,2.6,0.32,0,1,0,1,0,0,1,8,3,1,19,24,1,1,1,Dropout
18,6,5,7.6,2.6,0.32,1,1,0,1,0,1,1,1,15,1,1,14,5,5,6,Enrolled
18,0,0,16.2,0.3,-0.92,1,1,0,1,0,0,1,1,2,1,3,27,10,10,1,Dropout
19,6,6,8.9,1.4,3.51,1,0,0,0,0,1,1,1,14,1,13,14,10,9,1,Graduate
20,6,7,13.9,-0.3,0.79,1,1,0,1,0,1,1,1,12,1,13,1,10,4,3,Graduate
19,6,2,16.2,0.3,-0.92,1,1,1,0,0,0,1,1,15,1,23,14,8,8,3,Dropout
21,3,2,12.4,0.5,1.79,1,1,1,1,0,0,1,15,10,14,22,14,29,15,1,Enrolled
33,9,7,10.8,1.4,1.74,1,0,0,1,0,0,1,12,11,1,22,27,5,7,1,Graduate
18,4,4,7.6,2.6,0.32,1,0,0,1,0,0,1,1,6,1,3,28,5,7,2,Graduate
21,18,18,7.6,2.6,0.32,1,0,0,1,0,0,1,13,12,6,22,1,10,5,1,Graduate
19,6,6,8.9,1.4,3.51,1,1,0,1,0,0,1,1,15,1,3,14,3,4,1,Graduate
33,7,6,8.9,1.4,3.51,1,0,1,0,0,0,4,12,16,12,23,14,10,10,1,Enrolled
18,7,8,15.5,2.8,-4.06,1,1,0,1,0,0,2,1,12,1,23,28,6,6,4,Graduate
18,6,6,11.1,0.6,2.02,1,0,0,1,0,1,1,1,14,1,1,14,5,5,1,Graduate
20,6,6,11.1,0.6,2.02,1,1,0,1,0,1,1,1,15,1,13,28,5,5,3,Graduate
20,0,0,11.1,0.6,2.02,1,1,0,0,0,0,1,1,11,1,22,27,7,7,2,Dropout
20,6,5,10.8,1.4,1.74,0,0,0,1,0,1,1,8,3,1,13,1,2,2,2,Graduate
19,4,5,10.8,1.4,1.74,1,1,0,1,0,1,1,8,6,1,1,27,5,10,1,Graduate
19,6,6,13.9,-0.3,0.79,1,1,0,1,0,1,1,1,10,1,23,27,9,9,3,Graduate
21,6,6,11.1,0.6,2.02,1,1,0,1,0,0,1,8,10,1,26,1,3,4,3,Graduate
26,3,4,12.4,0.5,1.79,1,1,0,1,0,0,1,12,6,1,3,3,5,3,1,Enrolled
21,0,0,16.2,0.3,-0.92,1,0,0,1,0,0,1,8,10,1,22,27,9,7,1,Dropout
18,7,7,12.7,3.7,-1.7,1,1,0,1,0,0,1,1,12,1,13,28,6,6,4,Graduate
27,6,1,12.4,0.5,1.79,1,0,0,1,0,0,5,12,16,12,22,27,10,9,1,Dropout
20,12,11,15.5,2.8,-4.06,1,1,0,1,0,1,1,14,5,1,1,28,4,10,1,Graduate
21,5,4,16.2,0.3,-0.92,1,0,0,1,0,0,1,14,14,14,13,3,8,11,1,Enrolled
18,7,8,15.5,2.8,-4.06,1,1,0,1,0,1,1,8,13,1,23,27,10,10,1,Graduate
20,6,5,16.2,0.3,-0.92,1,1,0,1,0,0,1,15,6,14,1,14,10,10,1,Enrolled
18,6,6,11.1,0.6,2.02,1,1,0,1,0,0,1,1,15,1,1,14,5,11,1,Graduate
20,6,6,13.9,-0.3,0.79,1,0,0,1,0,1,1,15,10,14,1,1,4,6,1,Graduate
19,3,3,12.7,3.7,-1.7,1,1,0,1,0,1,1,1,6,1,1,14,5,11,2,Graduate
20,6,7,13.9,-0.3,0.79,1,1,0,1,0,0,1,1,12,1,22,3,10,3,5,Graduate
20,5,5,10.8,1.4,1.74,0,0,0,1,0,1,1,1,17,1,13,27,6,9,1,Graduate
20,2,4,12.7,3.7,-1.7,1,0,0,1,0,0,1,15,6,14,23,1,6,6,1,Enrolled
19,0,0,13.9,-0.3,0.79,1,1,1,1,0,0,1,1,10,1,13,1,8,11,3,Dropout
18,6,6,8.9,1.4,3.51,1,0,0,1,0,0,1,1,15,1,3,3,15,20,1,Graduate
18,3,5,10.8,1.4,1.74,1,1,0,1,0,0,1,1,6,1,23,28,10,11,1,Graduate
19,6,7,13.9,-0.3,0.79,1,1,0,1,0,1,1,8,12,1,23,27,10,9,1,Graduate
19,6,7,12.4,0.5,1.79,1,1,0,1,0,0,1,1,12,1,10,27,6,10,6,Dropout
43,6,5,16.2,0.3,-0.92,1,0,0,1,1,0,1,12,4,12,22,27,10,5,1,Enrolled
47,8,5,9.4,-0.8,-3.12,1,0,0,1,1,0,2,13,5,1,22,17,1,5,1,Dropout
23,0,0,7.6,2.6,0.32,1,1,0,0,1,0,1,13,9,1,19,24,13,13,1,Dropout
19,6,6,8.9,1.4,3.51,1,1,1,1,0,1,1,1,10,1,13,14,10,10,1,Graduate
20,6,6,12.7,3.7,-1.7,1,1,0,1,0,0,1,13,12,1,3,3,3,3,1,Graduate
19,12,11,8.9,1.4,3.51,1,1,0,1,0,1,1,1,2,1,1,3,5,5,1,Graduate
19,6,6,15.5,2.8,-4.06,1,1,0,1,0,0,1,8,6,1,22,27,10,10,1,Graduate
19,6,6,13.9,-0.3,0.79,1,1,0,1,0,0,1,15,6,14,13,27,5,8,1,Graduate
39,6,4,11.1,0.6,2.02,0,0,1,1,0,1,1,12,3,12,13,14,22,27,1,Graduate
20,6,6,10.8,1.4,1.74,1,1,0,1,0,1,1,1,5,1,1,1,4,6,1,Graduate
21,6,6,7.6,2.6,0.32,1,1,0,1,0,0,1,8,5,1,23,14,10,4,1,Graduate
22,9,4,9.4,-0.8,-3.12,1,1,1,0,0,0,1,14,10,1,22,14,10,8,5,Graduate
19,1,0,7.6,2.6,0.32,1,1,0,1,0,0,1,1,15,1,13,28,6,1,2,Dropout
22,6,6,13.9,-0.3,0.79,1,1,0,1,0,0,1,8,14,1,1,14,20,18,1,Graduate
19,6,6,12.7,3.7,-1.7,1,1,0,1,0,1,1,3,16,1,13,14,4,4,2,Graduate
18,0,0,7.6,2.6,0.32,1,1,1,1,1,0,1,1,2,1,22,28,10,10,1,Dropout
26,5,5,11.1,0.6,2.02,1,0,0,1,1,0,5,12,9,1,13,14,10,10,1,Enrolled
36,0,0,12.7,3.7,-1.7,0,0,0,0,1,0,1,12,17,1,22,27,10,10,1,Dropout
20,0,0,12.4,0.5,1.79,1,1,1,1,1,1,1,9,2,1,13,2,6,6,1,Graduate
30,2,4,15.5,2.8,-4.06,1,0,0,1,1,0,2,12,9,1,22,27,10,8,1,Dropout
24,6,6,15.5,2.8,-4.06,1,0,0,1,1,0,1,14,4,1,1,1,5,11,1,Dropout
26,11,11,7.6,2.6,0.32,1,0,0,1,1,0,1,1,9,1,19,24,1,1,1,Dropout
19,1,0,13.9,-0.3,0.79,1,0,0,0,1,0,1,1,9,1,13,28,10,8,1,Dropout
34,5,4,12.4,0.5,1.79,1,0,0,1,1,0,5,12,10,1,13,28,10,11,1,Graduate
33,1,3,9.4,-0.8,-3.12,1,1,0,1,1,0,1,14,8,1,1,1,2,2,1,Enrolled
19,5,4,9.4,-0.8,-3.12,1,1,0,1,1,0,1,8,9,1,13,1,10,5,6,Graduate
26,1,1,8.9,1.4,3.51,1,1,1,0,1,0,1,8,7,1,13,1,5,6,5,Dropout
29,1,0,16.2,0.3,-0.92,1,0,0,1,1,0,1,12,14,1,23,27,8,8,1,Dropout
19,5,2,8.9,1.4,3.51,1,1,0,1,1,1,1,8,7,1,13,27,10,8,5,Dropout
18,0,0,12.7,3.7,-1.7,1,1,0,1,1,0,1,8,2,1,1,1,10,10,1,Dropout
29,2,1,11.1,0.6,2.02,0,0,0,0,1,0,1,12,17,12,13,27,10,10,1,Dropout
21,6,5,9.4,-0.8,-3.12,1,0,0,1,1,0,1,14,11,1,22,27,10,10,1,Graduate
19,5,2,10.8,1.4,1.74,1,0,0,1,1,0,1,8,11,1,1,1,5,11,1,Enrolled
20,5,7,15.5,2.8,-4.06,1,0,0,1,1,0,1,1,12,1,23,28,6,11,1,Graduate
18,0,0,7.6,2.6,0.32,1,0,0,1,1,0,1,1,6,1,3,1,3,6,1,Dropout
18,6,5,15.5,2.8,-4.06,1,1,0,1,1,0,1,8,5,1,23,27,6,6,3,Enrolled
21,5,3,10.8,1.4,1.74,1,0,1,1,1,1,1,1,9,1,19,24,13,13,1,Enrolled
20,0,0,8.9,1.4,3.51,1,1,0,1,1,0,1,1,9,1,1,1,5,3,1,Dropout
30,0,0,12.7,3.7,-1.7,1,0,0,1,1,1,1,12,7,1,22,27,10,10,1,Dropout
19,6,6,13.9,-0.3,0.79,1,1,0,1,1,0,1,9,14,1,22,28,5,2,2,Graduate
30,5,4,8.9,1.4,3.51,1,1,0,1,1,0,1,16,9,1,1,14,10,7,1,Dropout
22,5,4,12.7,3.7,-1.7,1,1,0,1,1,1,1,1,9,1,23,1,6,6,1,Graduate
22,0,0,12.4,0.5,1.79,1,1,0,1,1,0,1,8,2,1,22,27,6,11,3,Graduate
19,6,5,11.1,0.6,2.02,1,1,1,0,1,0,1,8,5,1,1,1,10,11,4,Dropout
21,3,4,7.6,2.6,0.32,1,1,0,1,1,0,1,8,14,1,1,14,6,4,2,Dropout
21,4,5,7.6,2.6,0.32,1,0,0,1,1,0,1,8,6,1,23,28,23,30,4,Graduate
21,0,0,15.5,2.8,-4.06,1,1,1,1,1,1,1,15,2,14,13,28,10,10,1,Dropout
27,3,3,15.5,2.8,-4.06,1,0,0,1,1,0,1,12,9,1,1,14,5,8,1,Dropout
32,0,0,13.9,-0.3,0.79,1,1,0,1,1,0,1,14,1,1,22,27,2,2,1,Dropout
40,0,0,15.5,2.8,-4.06,1,0,1,0,1,0,1,12,14,9,22,1,10,4,1,Dropout
20,2,2,7.6,2.6,0.32,1,1,0,1,1,0,1,1,9,1,22,1,6,4,2,Enrolled
20,2,2,12.7,3.7,-1.7,1,1,0,1,1,0,1,15,8,14,4,4,3,11,1,Dropout
18,0,0,7.6,2.6,0.32,1,1,0,1,1,0,1,1,2,1,22,27,10,10,3,Graduate
21,2,0,12.7,3.7,-1.7,1,0,0,1,1,0,1,14,9,1,1,28,2,8,1,Dropout
18,6,0,12.7,3.7,-1.7,1,0,0,1,1,0,1,8,14,1,13,27,6,9,1,Dropout
19,1,0,16.2,0.3,-0.92,1,0,0,1,1,0,1,15,4,1,1,3,22,21,1,Enrolled
30,1,0,15.5,2.8,-4.06,1,0,0,0,1,0,5,4,5,3,22,27,8,8,1,Dropout
29,0,0,15.5,2.8,-4.06,1,0,0,1,1,0,1,12,4,9,13,1,10,2,1,Dropout
18,1,3,7.6,2.6,0.32,1,1,1,1,1,0,1,8,7,1,1,1,5,5,2,Dropout
18,4,5,9.4,-0.8,-3.12,1,1,0,1,1,1,1,1,14,1,1,1,10,10,2,Dropout
22,5,6,15.5,2.8,-4.06,1,0,0,1,1,0,1,15,4,14,1,1,4,11,1,Dropout
27,0,0,12.7,3.7,-1.7,0,1,0,0,1,0,1,14,17,1,22,27,6,6,2,Dropout
20,4,5,10.8,1.4,1.74,1,1,0,1,1,0,1,8,14,1,23,1,10,8,6,Graduate
42,11,10,11.1,0.6,2.02,0,0,0,1,1,0,1,16,3,2,13,28,10,11,1,Graduate
21,12,12,15.5,2.8,-4.06,1,0,1,1,1,0,1,1,4,1,23,28,5,9,1,Graduate
23,6,7,16.2,0.3,-0.92,1,0,0,1,1,0,1,14,12,1,1,28,8,8,1,Graduate
21,5,4,8.9,1.4,3.51,1,1,0,1,1,0,1,16,5,1,23,28,10,10,1,Dropout
19,0,0,12.7,3.7,-1.7,1,1,0,1,1,0,1,1,2,1,4,3,2,2,3,Graduate
40,6,4,8.9,1.4,3.51,1,0,0,1,1,1,2,12,10,1,22,27,8,8,1,Dropout
22,5,7,12.7,3.7,-1.7,1,0,0,1,1,0,1,14,9,1,13,1,10,6,1,Dropout
19,6,6,7.6,2.6,0.32,1,1,0,1,1,0,1,1,12,1,23,27,10,10,2,Graduate
24,5,4,12.7,3.7,-1.7,1,0,0,1,1,1,1,12,7,1,13,27,10,10,1,Enrolled
21,5,2,12.7,3.7,-1.7,1,0,0,1,1,0,1,1,11,1,3,1,3,5,1,Enrolled
18,5,5,8.9,1.4,3.51,1,1,0,1,1,0,1,8,7,1,3,1,10,4,4,Graduate
18,0,2,7.6,2.6,0.32,1,0,0,1,1,0,1,8,7,1,22,27,10,8,3,Dropout
24,5,5,11.1,0.6,2.02,1,0,0,1,1,0,1,16,14,1,3,1,4,11,1,Dropout
28,3,5,9.4,-0.8,-3.12,1,0,0,1,1,1,1,12,7,1,22,14,10,4,1,Enrolled
19,5,6,12.4,0.5,1.79,1,1,0,1,0,1,1,8,14,1,13,28,8,10,1,Graduate
28,6,4,11.1,0.6,2.02,1,0,0,1,0,0,1,16,6,15,3,3,5,3,1,Enrolled
18,0,0,7.6,2.6,0.32,1,1,0,1,0,0,1,8,16,1,10,1,5,1,3,Dropout
19,0,0,16.2,0.3,-0.92,1,1,0,0,0,0,1,1,2,1,3,1,5,4,1,Graduate
19,8,8,9.4,-0.8,-3.12,1,1,0,1,0,1,1,1,12,1,1,1,5,5,1,Graduate
21,0,4,10.8,1.4,1.74,1,1,0,1,0,0,1,14,8,1,24,3,4,3,1,Graduate
18,0,0,13.9,-0.3,0.79,1,1,1,1,0,0,1,1,12,1,1,14,5,6,3,Dropout
19,6,6,9.4,-0.8,-3.12,1,1,0,1,0,0,1,1,5,1,3,14,2,6,4,Graduate
19,7,7,10.8,1.4,1.74,1,1,0,1,0,0,1,8,12,1,23,28,8,8,2,Graduate
20,10,12,15.5,2.8,-4.06,1,1,0,1,0,0,1,1,5,1,3,1,3,11,1,Graduate
18,6,5,12.7,3.7,-1.7,1,1,0,1,0,0,1,1,15,1,1,1,10,5,2,Graduate
20,6,6,7.6,2.6,0.32,1,1,0,1,0,0,1,14,12,6,22,27,10,10,4,Graduate
26,1,0,10.8,1.4,1.74,1,0,0,1,0,0,1,12,6,12,13,27,8,12,1,Dropout
18,7,8,13.9,-0.3,0.79,1,1,0,1,0,0,1,9,12,1,3,1,4,5,4,Dropout
58,5,5,9.4,-0.8,-3.12,0,0,0,1,0,0,1,12,3,1,22,27,10,10,1,Graduate
18,7,8,15.5,2.8,-4.06,1,0,0,1,0,0,1,1,12,1,1,3,5,4,2,Graduate
20,5,4,12.4,0.5,1.79,1,1,0,1,0,0,1,15,6,1,1,1,5,4,1,Enrolled
20,0,0,11.1,0.6,2.02,0,0,0,1,0,0,1,8,17,1,23,27,7,8,1,Dropout
29,13,14,9.4,-0.8,-3.12,1,1,0,1,0,0,1,2,9,1,22,27,10,10,1,Graduate
27,0,0,16.2,0.3,-0.92,1,0,1,0,0,0,1,4,10,3,1,1,5,11,1,Dropout
21,6,6,11.1,0.6,2.02,1,1,0,1,0,1,1,1,6,1,13,28,6,8,1,Graduate
20,6,6,15.5,2.8,-4.06,1,0,0,1,0,1,1,1,10,1,1,14,5,10,1,Graduate
19,6,5,11.1,0.6,2.02,1,0,0,1,0,1,1,8,10,1,13,28,4,8,1,Graduate
22,6,6,11.1,0.6,2.02,1,1,0,1,0,1,1,1,12,1,22,28,7,7,1,Graduate
19,6,6,15.5,2.8,-4.06,1,1,0,1,0,1,1,9,5,1,23,27,10,8,3,Graduate
19,3,0,12.4,0.5,1.79,1,1,1,0,0,0,1,8,15,1,22,1,10,9,1,Dropout
23,5,5,7.6,2.6,0.32,1,1,0,1,0,0,1,1,16,1,3,3,3,3,3,Enrolled
18,6,5,12.4,0.5,1.79,1,1,0,1,0,1,1,1,15,1,1,1,5,5,3,Dropout
19,0,0,12.7,3.7,-1.7,1,0,0,1,0,0,1,15,8,14,1,14,5,9,1,Dropout
20,5,5,12.4,0.5,1.79,1,1,0,1,0,0,1,15,4,14,1,1,5,4,1,Graduate
19,6,6,11.1,0.6,2.02,1,1,0,1,0,1,1,1,10,1,1,28,10,8,4,Graduate
26,0,0,13.9,-0.3,0.79,1,1,1,0,0,1,1,12,6,12,22,27,10,10,1,Dropout
18,6,6,11.1,0.6,2.02,1,1,0,1,0,1,1,1,10,1,1,14,5,8,1,Graduate
29,4,2,12.7,3.7,-1.7,1,1,1,1,0,0,1,1,6,1,22,27,5,10,1,Dropout
20,6,6,16.2,0.3,-0.92,1,1,0,0,0,0,1,15,4,14,3,1,3,7,1,Graduate
19,6,6,15.5,2.8,-4.06,1,1,0,1,0,0,1,1,5,1,13,2,8,4,1,Graduate
23,4,2,12.4,0.5,1.79,1,1,0,1,0,0,1,15,6,14,1,1,5,5,1,Enrolled
25,3,3,10.8,1.4,1.74,1,0,0,1,0,0,1,14,13,1,2,3,4,3,1,Enrolled
18,7,7,10.8,1.4,1.74,1,1,0,1,0,0,1,9,12,1,3,3,2,2,1,Graduate
19,6,6,9.4,-0.8,-3.12,1,1,0,1,0,1,1,1,5,1,1,28,5,8,3,Graduate
18,7,7,12.4,0.5,1.79,1,1,0,1,0,0,1,8,16,1,1,14,6,6,2,Graduate
19,5,6,12.4,0.5,1.79,1,1,0,1,0,1,1,1,12,1,1,14,5,5,2,Enrolled
36,4,4,8.9,1.4,3.51,0,0,0,1,0,0,1,4,3,15,22,14,10,4,1,Dropout
20,3,3,15.5,2.8,-4.06,1,0,0,1,1,1,1,15,4,14,1,28,5,10,1,Enrolled
20,0,0,11.1,0.6,2.02,1,1,0,1,1,0,1,8,2,1,1,1,3,4,2,Dropout
18,5,0,11.1,0.6,2.02,1,1,0,1,1,0,1,1,10,1,23,28,10,9,1,Dropout
19,5,6,12.4,0.5,1.79,1,0,0,1,1,0,1,15,4,14,3,1,5,7,1,Enrolled
20,3,2,8.9,1.4,3.51,1,1,1,0,1,0,1,8,10,1,1,34,5,3,1,Dropout
18,7,8,15.5,2.8,-4.06,1,1,0,1,1,0,1,1,12,1,13,14,5,8,2,Graduate
20,4,3,12.4,0.5,1.79,1,1,1,1,1,0,1,15,8,14,3,1,4,7,1,Dropout
24,0,0,9.4,-0.8,-3.12,1,1,1,0,1,0,1,9,7,1,13,1,12,4,1,Dropout
19,0,0,8.9,1.4,3.51,1,1,0,1,1,0,1,8,15,1,13,28,6,8,1,Dropout
18,1,2,7.6,2.6,0.32,1,1,0,1,1,0,1,8,7,1,13,14,8,10,1,Dropout
18,5,5,8.9,1.4,3.51,1,1,0,1,1,0,1,1,7,1,4,28,3,8,3,Graduate
18,6,5,8.9,1.4,3.51,1,0,0,1,1,0,1,1,11,1,1,14,5,5,1,Graduate
22,0,0,16.2,0.3,-0.92,1,1,0,1,1,0,1,14,14,1,3,14,2,8,2,Dropout
19,6,6,11.1,0.6,2.02,1,0,0,1,1,0,1,1,14,1,13,28,10,10,1,Graduate
